0	625509021097684992	_prejudiced	keep defending terrorists, keep signing mercy petitions for dem &amp; dey'll keep showing their love like dis! #Shame #GurdaspurAttack	inside all of us is a wild thing.	300	1	1
7/27/2015 13:26:33	625658536308019200	ColSanjayPande	#GurdaspurAttack We look mentally bankrupt when, instead of discussing attack, policy etc we are subjected to CRICKET&amp;PAK by #Presstitutes	an honest citizen. nothing to brag.	79	1	0
7/27/2015 13:28:28	625659016719437824	mayanknxt	@ANI_news While Our Jawans were fighting #GurdaspurAttack this @incindia MP was breaking Parliament discipline @mediacrooks #shame		0	1	0
7/27/2015 13:28:31	625659029533126656	Qasim_Rehman1	Again innocent Sikh sacrifice his life. #Endia #InsideStory #BlameGameIndia #GurdaspurAttack https://t.co/aIj5lrMPnV	#proudtobepakistani #patriot #sufism #revivalofsuperpakistan #itguru #gamer	54	1	0
7/27/2015 13:29:13	625659204519374848	kumarnaveendas	Heard 3 innocent terrorist died today. #AdarshLiberals #GurdaspurAttack Thinking About Israel...Not possible in India.		50	1	1
7/27/2015 13:30:20	625659486762569729	0_dark30	#GurdaspurAttack #London ur Daughters r getting raped by Muslim Sex Gang Rapists, No Doubt u have no Choice. @BBC http://t.co/QJk2ENnTpQ	ghor maanglick , single, male, shoesize 11+, gym lifestyle, baalbrahmchaari.	16	1	1
7/27/2015 13:31:40	625659820587286528	NterSandman	Every paki who expects work in India should apologize publicly for #GurdaspurAttack	atheist (peace be upon myself)	259	1	1
7/27/2015 13:32:00	625659907832872960	iBackModi	Yes, Yes, Yes! All 3 were terrorist. #GurdaspurAttack #AdarshLiberals http://t.co/Sm2aJsa16w	i back modi. bcoz my all believes believe him.	2031	1	0
7/27/2015 13:33:37	625660313820622852	stormylook	BBC India calls Paki terrorists as India rebels #GurdaspurAttack https://t.co/xK7tCFPNuR http://t.co/BnhdrOMUaD	love to explore the unexplored.	628	1	1
7/27/2015 13:33:59	625660406271340546	ColSanjayPande	#SalmanBhaijaan 300cr earned, brownie points with Pakis earned, #BeingInHuman proved by backing Yakub- now ??A comment on #GurdaspurAttack ?	an honest citizen. nothing to brag.	79	1	1
7/27/2015 13:34:00	625660409974882304	atul7799	Every paki who expects work in India should apologize publicly for #GurdaspurAttack	https://t.co/nuqprmucst in cse, software engineer,researcher, co-founder of midnight_fries, bjym campus ambassador, admin of lpu_freshers	136	1	1
7/27/2015 13:37:32	625661296965365760	YiAOrg	Alert @HMOIndia ! @BBC must fire all paki from @bbcindia and send an apology after calling terrorist "a rebel group" #India #GurdaspurAttack	public intelligence analyst at youth india association 2.0 #indiafirst nationalist (http://t.co/ylowoain1k yiaorg@facebook.com	434	1	1
7/27/2015 13:37:41	625661337662717952	angryindian646	Ab Bhi Jiska Khoon Na Khaula Khoon Nahi Woh Pani Hai #gurdaspurattack.dear PM sir give the reply to paki pigs.or it ll prove u just talk	structural engineer.mumbaikr.indian by birth and heart	28	1	1
7/27/2015 13:39:42	625661844095565824	prachandbharati	#gurdaspurattack 1st of all kill those ppl who have empathy 4 terrorist like 201 #AdarshLiberals who sent letter of mercy 4 yakub.		11	1	1
7/27/2015 13:40:15	625661983086370816	shaksingh	Shame on Congress/AAP/Communists/ #NewsTraders / #Presstitutes for politicizing #GurdaspurAttack . Showing their true colours.	it professional. nationalist, proud bharatiya, no abuse because you can be wise in word selection . agenda - strong india	2069	1	0
7/27/2015 13:40:51	625662134865674240	akshaytarfe	Pakis tell India not to blame this on them? You shot ur own drone n accuse us of spying! #GurdaspurAttack	just trying to understand how the world works. it is stranger than we believe.	207	1	0
7/27/2015 13:42:59	625662668695666688	Moddasir	1984 #Sikh genocide by Indian military will always keep on haunting the perpetrators #GurdaspurAttack https://t.co/qO154csVBb		75	1	1
7/27/2015 13:43:52	625662891966926848	ronbhanushali	#GurdaspurAttack What the fuck? Again? It's high time now. Assholes. Pity in you and your religion,Bastards.	no music.. no life!! know music, know life :-) marathi dramatics.;-) u will love me 0:-)	61	1	1
7/27/2015 13:44:49	625663133248434182	budbaklolu	#gurdaspurattack again Islamic terrorist attack allaha give 72 virgins now	मै इस देश के लोगो को बुड़बकलोल बनाता हूँ आैर उन पर राज करता हूँ।	346	1	1
7/27/2015 13:45:41	625663348168790017	sunil_kachroo	Let's go and hunt some #paki dogs #GurdaspurAttack	i wear my religion on my sleeve and proud of it......haar nahin manoonga raar nayee thanoonga ,kal ke kapal par likhta, mitata hoon.....@silk72.wordpress.com	1428	1	1
7/27/2015 13:47:22	625663771596361728	eaniman	#GurdaspurAttack a scary trend of Pakis targetting smaller cities emerges. Bomb was found in Nashik too.	i play with the mouse.	89	1	1
7/27/2015 13:48:01	625663937661370368	piyushkaul	#GurdaspurAttack Paki trending this Fails trained blast screwed their PrePlan Salute 2 PunjabPolice 4 foiling it 4/n http://t.co/u46dwZdB13	be with me , to explore me	644	1	2
7/27/2015 13:48:26	625664041092907009	AADII009	Many libtards coming up with wordings like   instead of Islamic Terrorists #GurdaspurAttack	lover of thrill! devotee of lord! in search of the imperishable!	371	1	1
7/27/2015 13:49:25	625664287801868290	RevolutionMonk	Now wait for our #AdarshLiberals to shout use of disproportionate force" on "alleged militants" #GurdaspurAttack https://t.co/VKj8i4I6dm	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2857	1	0
7/27/2015 13:49:35	625664329623277568	dbindu2015	#GurdaspurAttack can't defence get bulletproof jackets for our cops??#shame @narendramodi @BJPRajnathSingh @manoharparrikar	proud hindustani.	71	1	0
7/27/2015 13:49:46	625664378742837248	iamZafusCEO	#GurdaspurAttack is just an attempt of failing government to control uprising of Khalistan #Shame #WeCondemTerrorism	ceo and founder of zafus | android developer | i_code | second lieutenant #tanki | nuces | pizza lover❤ | #gameofthrones | wish me: june 2◆ | tweet to kill	56	1	0
7/27/2015 13:50:01	625664441686753280	indusatija	I don't understand what is wrong with people. Why so much violence. Can't really express how disgusted I feel #shame #GurdaspurAttack	24. an absolute cricket freak. music lover. movie buff. believes in miracles. coz life itself is a miracle. delhiite.	166	1	0
7/27/2015 13:54:17	625665515336302596	sudixitca	It took 11 hours to kill 3 Jihadi snakes. Ammunition wasn't available. It took hours to get the ammunition to the site. #GurdaspurAttack	public policy activist, freelance, faculty and consultant fellow, royal society of arts & commerce, london 1990-96.	2286	1	0
7/27/2015 13:55:28	625665812385386497	DebashishHiTs	Now see what Pakis have in mind &amp; dream before back channel diplomacy #GurdaspurAttack @HinduRajyam @rajuparulekar https://t.co/6TlngOeaXM	views r mine, re-tweets r not. nothing to do with profession. laughter is the best medicine, tears r best soul-cleanser, music best purifier.	1620	1	0
7/27/2015 13:55:56	625665929364398080	MiissTiwari	#AdarshLiberals start drafting a mercy petition 4 this terrorist too. Shekhar, SG, Barkha cum join #GurdaspurAttack http://t.co/YirYJPU1uq	loves reading, cooking, traveling, & watching animation movies, web master and an astrologer, proud hindu, staunch nationalist. aaptards will be blocked	3319	1	1
7/27/2015 13:56:12	625665994338349056	GerardChettiar	Guess we need to congratulate pakis for a successful terror op congratulations pakis!! #GurdaspurAttack		1	1	1
7/27/2015 13:56:47	625666141575213056	RealZaidHamid_	If u hear Terrorist shouting 'Allah Hu Akbar' &amp; killing innocents den u must not retaliate coz u'll b termed as Islamophobe #GurdaspurAttack	we do not allow any debate because our word is final and pure. we have facts & dont need to present them.we are right. jihadist, parody http://t.co/zusmii1tug.	4082	1	1
7/27/2015 13:56:57	625666186982768640	eaniman	#GurdaspurAttack the kid in me says it's time for the #ColdStart doctrine to be operationalised. Tear them bloody Pakis down.	i play with the mouse.	89	1	1
7/27/2015 13:59:18	625666776592834560	radical1184	@babublogger: #GurdaspurAttack NSA Ajit Doval says it is a very serious terror attack"" I think, He underestimated Pakis @India_Policy	ma in pol science. curiosity is my friend retweeting means wish to share with others.valar morghulis all men must die, valar dohaeris all men must serve	163	1	1
7/27/2015 13:59:55	625666930456657920	sunil_kachroo	Let's Hunt and kill some paki actors in #bollywood what's stopping us from throwing them out @AnupamPkher #GurdaspurAttack	i wear my religion on my sleeve and proud of it......haar nahin manoonga raar nayee thanoonga ,kal ke kapal par likhta, mitata hoon.....@silk72.wordpress.com	1428	1	1
7/27/2015 14:03:02	625667717425557504	piyushkaul	#GurdaspurAttack This was as big as 26/11 Paki is trying to prove that #doval &amp; #modi is threat to peace to SE Asia Fact: HardDiplomacy 7/n	be with me , to explore me	644	1	0
7/27/2015 14:03:29	625667827719012353	DumpTheGandhis_	@mustikhan You're right. Taking 10 for 1 is the only way to tackle the jihadi monster Pakistan #GurdaspurAttack	no blind bjp/modi supporter! congies /commies/junglis jerk off my tl! intolerant to #paidmsm. exploring the mysticism of bharat, constantly learning & evolving!	212	1	1
7/27/2015 14:04:15	625668021944586240	KiranKS	#GurdaspurAttack is a very rare case where terror attack happened after Modi took over. #AdarshLiberals excited. Salivating with Modi attack	my tweets are my running commentary of thoughts and excerpts of what i read/absorb. more info, less bakwas.	65805	1	1
7/27/2015 14:05:10	625668251557588994	2kunalc	Really? Really #Presstitutes? Can you stoop so low? #GurdaspurAttack #___ #____ http://t.co/4LS8cxM3VH	nationalist| hindu|| iist! retweets are not necessarily endorsement	1197	1	1
7/27/2015 14:08:38	625669126367739905	shivoahm	stupid pakis dont realise that khalistan includes nankana sahib and half of pakistan :D #GurdaspurAttack @iffatsalman @Vagish_Pandey10	shivoahm	433	1	1
7/27/2015 14:08:44	625669151512731648	indomitablesoul	Well they call them Islamic Gunmen but Indian media dont have d Guts #presstitutes @TimesNow @ndtv #GurdaspurAttack https://t.co/kj4Y8oOAg9	mechanical engg. patriot,foodie,footballer,sportsfan,traveller n rebel @ heart.nation comes first,always n everytime. live n let live.jai hind!tweets r personal	83	1	1
7/27/2015 14:10:18	625669545164812289	RanjithDharmic	How inhuman our Armed Forces are. See how they killed those terrorists. #AdarshLiberals may conduct a Candle Light Rally. #GurdaspurAttack	desh bhakth. proud hindu. writes for https://t.co/r3jtmohzbs and rushipeetham (). follows @swamy39, @rajivmessage @sgurumurthy rts are not endorsements	75	1	0
7/27/2015 14:11:47	625669918097174528	RanjithDharmic	Is it not unfair 2 kill terrorists in #GurdaspurAttack without giving them a 2nd chance? #AdarshLiberals pl start ur support 2 those killed	desh bhakth. proud hindu. writes for https://t.co/r3jtmohzbs and rushipeetham (). follows @swamy39, @rajivmessage @sgurumurthy rts are not endorsements	75	1	1
7/27/2015 14:13:08	625670256812371969	DrBharatSingh2	#GurdaspurAttack if terrorists are Paki then @narendramodi should stop talks and not visit Pak for Saarc meet. http://t.co/mXFLgU6bMy		130	1	0
7/27/2015 14:14:45	625670663869587456	Bhupend26780351	#GurdaspurAttack they also have humen rites # secular #presstitutes		13	1	0
7/27/2015 14:15:06	625670754328297473	Visvadipti	#GurdaspurAttack we need to first fight the enimies inside our country.MSM Owasi libtards etc.if this is done pak cant carry out proxy war	vishv ka adipati.....i am nothing but a hardcore indian. nation first, rest all can wait.	123	1	1
7/27/2015 14:15:20	625670810653450241	MaximumMak	bullet in the head is the only solution for religious fanatic terrorists #GurdaspurAttack	sura boyle na phare	18	1	1
7/27/2015 14:15:28	625670846489624576	rishibagree	Funny how people who shout 'Hindutva goons'at every opportunity get offended when see references to 'Islamic terrorism #GurdaspurAttack	let's not ruin a good thing by getting to know each other.	15312	1	1
7/27/2015 14:15:35	625670874918600705	santoshvsawant	@gauravkalra75 why mr @ianuragthakur ..don't let trivial incidents like #GurdaspurAttack bother u..please keep on entertaining paki cricket		191	1	0
7/27/2015 14:15:52	625670945236062208	AsYouNotWish	Religion Of Peace? Seculars Should Realize, Terrorists Are Muslims! No Ifs or Buts. No Mercy! Get The Fcuk Out Of India. #GurdaspurAttack	sit-down comedian | sanatana dharma passionate | jihad sauce-maker | if we meet & you don't find me pretty, you are buying me drinks until you do |	13458	1	1
7/27/2015 14:16:06	625671002790342661	jatanacharya	Gurdaspur attackers heard shouting Islamic slogans during siege #GurdaspurAttack http://t.co/MYugHDMEwU via @htTweets	believe in india first, love creativity,cricket,music,debate & hate pseudo secularism,corruption, b+not only blood group,tweet personal, rt not endorsement	4197	1	1
7/27/2015 14:16:16	625671044658032644	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 14:16:32	6.25671E+17	devraghuwanshi_	If those are separatist guerrillas, then IS is also separatist not terrorists, right @AndyMacaskill? http://t.co/Cbok1MO5go #GurdaspurAttack	technocrat. tweets about: technology macroeconomics defence politics education sports or anything | views own rt not	72	1	0
7/27/2015 14:16:51	625671191194398721	saintmoo	@hsb03 we hate pakis like you..fucking pig. Karma is a bitch and it will catch up to you too one day too fukin pakis #GurdaspurAttack.	ad astra per aspera	33	1	1
7/27/2015 14:16:59	625671227311419392	teamsaggitarius	#GurdaspurAttack trending on top. Pakis u will have to pay for all the evil deeds.	only a proud indian, having independent & clear views on national international matters, defence, politics & open support for #azad_balochistan.	19	1	1
7/27/2015 14:18:32	625671617511878656	redostoneage	#ImHardLeft Because I Believe #GurdaspurAttack Terrorists shouting Islamic Slogans Has Nothing To Do With Islam http://t.co/bqFc2dW4JS	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 14:18:46	625671677079261184	Dayweekaa	Feel bad for Pakis who photoshop India's map showing it broken into many countries, since they can never see it in real. #GurdaspurAttack	stuck between the horizon and the shore, i'm sailing in the ocean of hope and curiosity.	1017	1	1
7/27/2015 14:19:51	625671948853350402	budbaklolu	#GurdaspurAttack Islamic terrorism spreading all over India.Time to hit hard Islamic radicals	मै इस देश के लोगो को बुड़बकलोल बनाता हूँ आैर उन पर राज करता हूँ।	346	1	1
7/27/2015 14:20:02	625671995053584385	nav_nirvana	Did you KNOW ? #GurdaspurAttack #Presstitutes #40PigsWithTerrorist http://t.co/QeVKZgY8rJ	it professional | sapient corporation | gurgaon | bjp - 1002407953 | origin -patna | a proud namo bhakt |	1101	1	0
7/27/2015 14:21:18	625672313489326080	AnandShubhendu	Repeat after me: Terror has no religion. #GurdaspurAttack http://t.co/HvojOhPFl4	a nerd! i've opinion on everything, a bit more on law & healthcare. | tiss alum, law student, avid traveler, quizzer, sapiosexual. unapologetically right.	140	1	2
7/27/2015 14:21:51	625672451557449729	awijeet	Can Indian media, come forward and say these were act of Islamic terrorist. #GurdaspurAttack		804	1	1
7/27/2015 14:22:31	625672620378189825	ranjithasreddy	#GurdaspurAttack look at pakis innovations.......https://t.co/gnztgWzI3W	proud bhakt, nationalist	140	1	1
7/27/2015 14:23:29	625672860565049344	SecularDoctor	The way Indian Media is handling this #GurdaspurAttack #, #Presstitutes is the perfect term for them.	i know, i know nothing. retweets doesn't mean endorsement.	126	1	1
7/27/2015 14:26:00	625673496887078912	yogesh1711	Khalistan is back one Sikh terrorist also kill in #GurdaspurAttack	offshore investment consultant backpackers/foodie/posts and opinions shared are my own. unless they are quotes, retweets, or links.	137	1	1
7/27/2015 14:27:06	625673772390068224	LegalKant	@JhaSanjay @RanaAyyub @ravishndtv @BDUTT #presstitutes filling streets for Gaza will be invisible for fellow Indian victims #GurdaspurAttack	avocat / conomiste / paris-sorbonne	231	1	0
7/27/2015 14:27:56	625673983401168896	AsYouNotWish	#GurdaspurAttack startd w/ "Allahu Fackber" &amp; ended w/ "Jo Bole So Nihal." Clearly Islamic terror is temporary, saffron terror is permanent.	sit-down comedian | sanatana dharma passionate | jihad sauce-maker | if we meet & you don't find me pretty, you are buying me drinks until you do |	13458	1	1
7/27/2015 14:31:09	625674790309789696	Haaimbangush	RAW's plan is 2 intensify #Khalistan movement by itslf; blame Pak 4 it. India 2 exploit Sikh minorities frthr in its proxy. #GurdaspurAttack	a directionless soul, acting as research and security analyst, want to be a leader but have chosen a path to be employed. simply i am me. fb: columnist vision	469	1	1
7/27/2015 14:32:49	625675210247639041	Bhagwats143	#GurdaspurAttack Stupid PAK always involved in terrorist attacks fck off paki	civil engineer	44	1	1
7/27/2015 14:34:11	625675555438878722	Anilpyati	The #GurdaspurAttack ers screamed 'Allah hu Akbar' Good to know that these terrorists belongs to religion of peace. @asadowaisi	god has no phone, but i talk to him. he has no facebook, still he is my friend. he doesn't has twitter, yet i follow him. may god bless all :)	57	1	1
7/27/2015 14:34:15	625675569989054464	Tweetutva	if #Terrorism dosent hv any #Religion,how cum Terrorist shouting AllhaHuAkbar? #GurdaspurAttack #___ http://t.co/NqKwAEMCs5	hindu nationalist | it professional | support uniform civil code | soldier without uniform | against #lashkar_e_media | honored to be followed by @narendramodi	743	1	1
7/27/2015 14:35:13	625675817302028288	KadakChaa	The whole world needs to just finish off this Pakistani Army + ISI + Mullahs and let India and Pak civilians live in peace #GurdaspurAttack	phd student univ of tampere - #cardiac #ipsc #electrophysiology, modi supporter, tweet majorly on politics, science, sarcasm and latest events rtendorsement	977	1	2
7/27/2015 14:35:13	625675813279522817	verma_cool3012	its time to stand together rather than politicize dis issue how many more sacrifices you wann,juss kill those paki bitches #GurdaspurAttack	ι мαkє мa σwи*яυlєѕ*. ι ∂onт *caяє*ωнaт oтhєяѕ ѕαу *αßoυт* мє.	56	1	2
7/27/2015 14:35:27	625675874126458880	iKaicer	Indian Security Advisors Say This Attack Has No Links With Khalistan But Indians Are As Asual Abusing Sikhs &amp; Muslims #GurdaspurAttack	the religious secular	191	1	2
7/27/2015 14:36:07	625676041919590400	ethicalman3	Even #presstitutes sound better today.. https://t.co/EhdUaSYu1c #GurdaspurAttack	until the lions have their own historians, the history of the hunt will always glorify the hunter that's why we need a hindu narrative.	517	1	0
7/27/2015 14:36:11	625676059342606337	piyushkaul	Since News Flashed in that Attackers heard shouting Islamic Slogans #AdarshLiberal started their act #GurdaspurAttack http://t.co/IOtBPVKeHV	be with me , to explore me	644	1	1
7/27/2015 14:37:14	625676322128269314	hisubhash	#Gurdaspur Attackers heard shouting Islamic slogans before final assault http://t.co/jih86nlLED #GurdaspurAttack	subhash kumar	208	1	1
7/27/2015 14:37:42	625676438717378560	DhanushKool	#NewsTrader @BDUTT is defaming&amp;insulting Sikhs by false claim that 1of d terrorist ws a Sikh. She must retract n apologize. #GurdaspurAttack	#intolerant unapologetic hindu nationalist... it engg. | tweets while on bench | statutory warning: injurious to mental health, follow me at your own risk.	2637	1	1
7/27/2015 14:38:17	625676587128758272	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #p2 #libcrib #nerdland #nyc	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 14:39:25	625676873264070656	ranjithasreddy	#GurdaspurAttack look at wat paki thinks abt india.....https://t.co/VFjCZuyhZC	proud bhakt, nationalist	140	1	0
7/27/2015 14:39:32	625676899524571136	SwachhPolitics	Breaking News: Govt denies involvement of any Sikh terrorist in the #GurdaspurAttack   #___ @narendramodi	satyamev jayate @arvindkejriwal news as it happens.. http://t.co/c3sostg0as	3163	1	0
7/27/2015 14:39:56	625677003958554624	piyushkaul	Beware #AdarshLiberal on prowl #GurdaspurAttack http://t.co/IJ0lSdbLa5	be with me , to explore me	644	1	1
7/27/2015 14:40:17	625677090566746112	OnlySinghLion	Allah ho Akbar battle cry was raised by pigs killed in #GurdaspurAttack #presstitutes media will not show,because they r funded by Saudi's	son of fauji. singh by blood, not by sugar....	819	1	1
7/27/2015 14:40:26	625677126956507137	IshanMohan	no need of #enemy when u have people like him at home #GurdaspurAttack #shame Abdullahs http://t.co/SkUhIB6TJS	working in tcs	151	1	1
7/27/2015 14:40:49	625677223018766336	redostoneage	Islamic jihadists from Pakistan screaming Allahu akbar storm police station, kill six http://t.co/2ywygdENNZ #GurdaspurAttack	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 14:41:38	625677428216758272	InsomnicDracula	End this paki shit forever. End pigistan. #GurdaspurAttack	love online wwf with assholes. do not follow me! you will be blocked!	1	1	1
7/27/2015 14:42:40	625677688812998656	redostoneage	Religion of Peace Update: #GurdaspurAttack Terrorists shouted Islamic Slogans http://t.co/bqFc2dW4JS #chicago #wgn #cltv #wbbm #pbs #npr	i love america. i love our constitution. i hope we return to our libertarian values!	7879	1	1
7/27/2015 14:43:13	625677829733249024	syed_rouhan	3 brave young sikhs got martyrdom 2day in #punjab ... punjab banke raheega #khalistan .. #GurdaspurAttack	die-hard fan of #geelani| yeah i am from that heaven which has been turned into hell #kashmir | #pakistan in my veins|#freepalestine	364	1	1
7/27/2015 14:43:24	625677875086143488	imrajeevnr	It is time India developed some appetite for war against the Pakistani jihadist state. #GurdaspurAttack	i'm the boss therefore i'm jobless/ responsible for https://t.co/1vwdkhnsyr& hell lot of others/ chelsea fc /cr7 /single doesn't mean i m available	360	1	1
7/27/2015 14:43:28	625677892769349633	1Force	Why Gurdaspur? Because it was the hotbed of Sikh militancy. Don't be surprised if they were Indian agencies' vigilante #GurdaspurAttack	activist-educator | http://t.co/ayfb0rowqo | http://t.co/scfgc5t349 | http://t.co/yt1rgp7wys	1519	1	1
7/27/2015 14:43:45	625677964789727232	channelrt	... ... could explain why home guard mistook him for sikh ... ... : @BDUTT #GurdaspurAttack https://t.co/VxTdlaBd3d	india's news channel for digital media! contact email : editor@channelrt.com	362	1	1
7/27/2015 14:43:46	625677965494472704	RajKumaravfc	No doubt, we will be seeing a lot of fake Sikh accounts, set up, by Pakistani trouble makers #GurdaspurAttack	rt what i wanttl may contain adult content#opisisbe yourself	323	1	1
7/27/2015 14:44:54	625678251789275136	rangats	Where r the psycho #AdarshLiberals those who trended #IndiaWithPakistan after #GurdaspurAttack ?	want strong india under my pm karma yogi @narendramodi . no replies to abusers	10100	1	1
7/27/2015 14:45:31	625678409113272324	Beebagr_Baluch	Pakistan is the Ground of Terrorist and ISI is the coach and players are extremist, Pak Involved terrorism in India #GurdaspurAttack	dp of my leader hyrbyair marri #balochistan liberation #humanrights activist,freedom from #pakistan & #iran ,support #india & #israel #kurds #yezidi hate #isis	6009	1	1
7/27/2015 14:46:58	625678770460954624	gururajts	@bdutt Have you figured out how to get RSS and Hindu into this terror attack? #GurdaspurAttack	army veteran (signals)	91	1	0
7/27/2015 14:48:47	625679227765981184	imbalochh	what a mindset u got casualties &amp; u r taking step to no cricket with Pakis come on indian think more than this. #TakeAction #GurdaspurAttack	activist (liberty, when it begins to root( that is youth), then that plant can grow rapid!)	1034	1	0
7/27/2015 14:48:50	625679241565200384	mayanknxt	Has @sardesairajdeep reported from the ground on #GurdaspurAttack.. Or Tyranny of Distance prevent him #presstitutes @mediacrooks		0	1	1
7/27/2015 14:49:30	625679411551997952	valmikii	Pakis are confused what to trend. Thay should trend #IslamKilledInnocents in #GurdaspurAttack	know thy self, know thy enemy. a thousand battles, a thousand victories.	1089	1	0
7/27/2015 14:49:56	625679520406712321	BreakiNews	@naqvimukhtar @kirtisaxena999 isis and paki flags in Srinagar every day, #GurdaspurAttack not a 'Tandav' for you ? Shame.	everything is on my 'photo'.	728	1	1
7/27/2015 14:50:33	625679675575046145	imbalochh	What a horrible incident and indians are demanding no crick with pakistan ..come on take strong action against paki pigs #GurdaspurAttack	activist (liberty, when it begins to root( that is youth), then that plant can grow rapid!)	1034	1	1
7/27/2015 14:50:43	625679714850590720	5dalwindersingh	Hindus blame on Khalistani for gurdaspur attack.. for Ur kind info. Khalistani never ever kill innocent people #GurdaspurAttack	father's name -guru gobind singh ji ..... ....... birth place -anandpur sahib .... ...... ........./ singh soorme motorcycle wale	22	1	1
7/27/2015 14:50:59	625679781380554753	GodlessUtopia	Islam is not a religion of peace - @Ayaan Hirsi Ali #GurdaspurAttack #Pakistan #muslims #atheist . . http://t.co/wNNv4kxfRj	a perfect world with no religion	17314	1	1
7/27/2015 14:51:58	625680030916435969	manthansoni1991	Greatest #AdarshLiberal EVER? Spinning better than warne and murli. #GurdaspurAttack @coolfunnytshirt @AshDubey_ http://t.co/xB7u913tLN	mana ki andhera ghana hai, par diya jalana kahan mana hai	59	1	0
7/27/2015 14:52:17	625680109807120385	PranavaBhardwaj	Interestingly Rashtrawadi Bhakts and Pakis were on the same side in terming #GurdaspurAttack as "Rise of Khalistan" #Shame	4-3-15    , , ,11    tweets	447	1	1
7/27/2015 14:52:58	625680280825786368	BackMinal	SO SAD NEWS.. #GurdaspurAttack #Gurdaspur #GurdaspurAwakesKhalistan #Khalistan #UN #PMModi #INDIA #BlameGameIndia #AAP #AAPwithTerrorists	i am aiman khan from pakistan.i am funny girl and i love my beautiful #pakistan	6031	1	0
7/27/2015 14:55:45	625680981517709313	iHardikBhatt	Long time back....kafir know nothing about islam @KB_Jarral #GurdaspurAttack....Muhammad was terrorist http://t.co/ruWCCIAiYy	agnostic hindu	3634	1	1
7/27/2015 14:56:14	625681106101268480	shaileshthapli	@RanaAyyub yeah only #AdarshLiberals can have opinion on everything... #Nopetitiontosign #GurdaspurAttack		37	1	1
7/27/2015 14:56:33	625681182953484288	BrahoBaloch	If Pakistan is not 2 blame 4 #GurdaspurAttack than tel me who is d inventor of Islamic militancy,slogans of Ghazwa-e-hind. #AwaranOperation	a die hard baloch nationalist, believe in no political gods. a voice for #freebalochistan.i am secular,social media activist & support all oppressed nations.	672	1	1
7/27/2015 14:56:35	625681193162256384	sp1rs	#GurdaspurAttack this is not why people voted you sir @narendramodi .... Now it's time to show pakis 56 inch chest	programmer, coder , interest in politics,chess,fan of namo	106	1	0
7/27/2015 14:56:47	625681243770720258	Fans_Bharat	One 1 hand there r people lik @BeingSalmanKhan &amp; @asadowaisi provoking Muslims. On othr hand Pak provoking Khalistanis.#GurdaspurAttack	#ghaskiroti a heart-wrenching survival story of poor farmers in bundelkhand	10594	1	1
7/27/2015 14:57:08	625681329263263744	zamuran98	If Pakistan is not 2 blame 4 #GurdaspurAttack than tel me who is d inventor of Islamic militancy,slogans of Ghazwa-e-hind. #AwaranOperation	baloch journalists forum  ex anchor of a bn tv	816	1	1
7/27/2015 14:57:30	625681423433732096	Preet_Sandhu97	@SanamBalochReal stupid pakis, we are indians and we are united, I am sikh and I love my country India. #GurdaspurAttack	cricket lover and a proud yuvi fan	13	1	1
7/27/2015 14:59:46	625681992617558016	ParagRudani	#GurdaspurAttack militants raised 'Allah ho Akbar' battle cry; Punjab police #AdarshLiberals : saffron RSS behind it #___		14703	1	1
7/27/2015 15:01:40	625682472055914496	umarahman11	Pakistan is the Ground of Terrorist and ISI is the coach and players are extremist, Pak Involved terrorism in India #GurdaspurAttack	national and the people are known by their land language and history baloch is known by balochastn & does not belong to pakistan & iran...	492	1	1
7/27/2015 15:03:23	625682905533018113	monakaran	Paki loving bollywood now better cut d bull crap of Indo-Pak friendship,stop patronising Paki Artists and sportsmen #GurdaspurAttack	a passionate nationalist hindu.rt's are not endorsements	1001	1	1
7/27/2015 15:03:52	625683026635280384	abhisheksri1984	#AdarshLiberals n Owaisi will say Army could hv caught them alive but killed due to their religion #GurdaspurAttack https://t.co/LhHyPiqqvi	nationalism is not something that you will get after a certain level of maturity, it is a sentiment...you born with it rts ≠ endorsement	37	1	1
7/27/2015 15:04:27	625683170030063616	AnchalJourno	#GurdaspurAttack is yet another tragic heinous act by people who're brainwashed by few coward extremists. I Salute brave martyrs &amp; soldiers	science/environment/space journalist, blogger: want to live till 99% world runs on clean sustainable energy & humans become a multi-planetary species	85	1	1
7/27/2015 15:05:42	625683488281210880	Deadlysikh	India's right wing is far more mature than the mature Paki journalists and Paki tv anchors. #GurdaspurAttack #Gurdaspur #IAmCait #ChargedUp	waiting for grand unified theory. i am the one who knocks©	132	1	1
