4/25/2015 8:28:42	591881506991132672	tweeteringuise	Evangelists begin prowling #NepalEarthquake https://t.co/RKVpXO9DpC	just another tweeter. tweets and rts may not confirm with your perception of morality.	94	1	1
4/26/2015 16:19:54	592362477024714752	syamjee	What the difference between @Lenskart_com and evangelist marketers? Both want to milk disasters for their profit. #NepalEarthquake	a scotch whiskey lover... statutory warning: following or reading my tweets are your risk.	405	1	1
4/26/2015 16:34:26	592366135229558784	heaven____hell	Missionaries always see an opportunity to spread their stupid religion.... #Missionaries #NepalEarthquake https://t.co/YXOEsadv95	atheist, love music, photography, live free. everything that has a beginning... has an end...!! :p	92	1	1
4/26/2015 16:39:38	592367440773914625	metesohtaoglu	#Turkish singer Leman Sam:#NepalEarthquake was punishment for #Hindu animal sacrifices,#Nepali ppl deserved death  http://t.co/TzaPcKqbtB	journalist,researcher,(global jihadi movements,#turkey, #mena,teology,international affairs)(ex news editor-producer @ cnn turk, ntv)	4057	1	1
4/26/2015 16:48:39	592369710827601920	neha_jpn	Word of God against Pope. #SoulVultures #NepalEarthquake #IndiaWithNepal http://t.co/f2ycmryp0m	,      ||	953	1	1
4/26/2015 16:51:05	592370324135550976	tiwari_sd	Will #Bollyqood Khans speak on #earthquake in #india and #NepalEarthquake . No, because affected are all #hindu. Are you scared of #daud ?	https://t.co/in7vbjvt1h,  ,  human rights activist; secretary, up chapter of akhil bharatiya bhasha sahitya sammelan..poet and shayer.	94	1	0
4/26/2015 16:57:10	592371855824158720	TweeterGOD_	The way #Christian evangelists are trying sell Jesus in events like #NepalEarthquake , they deserve to be included in Marketing MBA courses.	ना followers का मोह !!! ना unfollowers का भय !!!	127	1	1
4/26/2015 16:57:17	592371884257337344	samhoopa	Imagine using the mass destruction and death of the #NepalEarthquake as a way of promoting religion. Grim people	18 safc lee cattermole enthusiast	611	1	1
4/26/2015 17:01:32	592372952529702913	trintu12	Run Hindus run. #SoulVultures are coming! #NepalEarthquake #NepalQuakeRelief #ConversionGasm	engineer, ex-apple, spiritual seeker who loves advaita, follow ipl and politics in india, gadget geek, pink floyd is my all time favorite and....love teppanyaki	50	1	1
4/26/2015 17:07:00	592374327338618881	WandererSS6	@TheTweetOfGod Hope evangelists get your message. #NepalEarthquake	mkt research analyst|kashmiri pandit deserted from our paradise|proud indian|believes in do what makes you happy.	204	1	0
4/26/2015 17:13:36	592375988262055936	ajithvakil	Evangelists have stooped to an all-time low by hunting people affected by d #NepalEarthquake &amp; trying 2 cash in on d tragedy #SoulVultures	mallu. bachelor. lawyer. value investor.	30	1	1
4/26/2015 17:19:29	592377470474555393	kshitizmallick	@RichardDawkins But they are still despicable. See the #SoulVultures hashtag at their attempt to utilize #NepalEarthquake for conversion		210	1	1
4/26/2015 17:20:03	592377615303974912	TPrasad_7	When India &amp; the world racing to rescue #NepalEarthquake victims,the #SoulVultures busy with hate &amp; hatred @IndyUSA: http://t.co/bZbI7ktuTP	follow dharma, period. a hindu, telugu native, engr by edu, it professional by career, indian by heart. rts  endorsements. #health #yoga #natural #politics #it	776	1	1
4/26/2015 17:20:18	592377674263179267	Tejash__P	#AdarshLiberal can see communal angle when RSS helps in #NepalEarthquake but unable to see Missionaries open communism in Relief &amp; funding.	proud hindu. against caste based reservation. engineer. whatever you believe about me, that i am.	175	1	1
4/26/2015 17:22:28	592378219476570113	AninBanerjeeeee	@IndyUSA They r d #SoulVultures . Clearly. #Shame #NepalEarthquake	i report for india today television. but all tweets are solely mine and not of my employer. i mean it. and i don't endorse thru rts.	83	1	1
4/26/2015 17:30:59	592380364506603520	iBaigLaqani	@realpreityzinta Pakistani Air force and Paki Govt also did a lot for #NepalEarthquake	#muslim #pakistani #chitrali #iamjustanordinaryboy /#pakistancricketteam /@realmadrid, @mcfc & @officalasroma #pakistanzindabad a nobody trying 2 b somebody	294	1	2
4/26/2015 17:32:11	592380665963773952	KiranKS	Apt cartoon on #SoulVultures after #NepalEarthquake. http://t.co/rTZ0TtTyoV	my tweets are my running commentary of thoughts and excerpts of what i read/absorb. more info, less bakwas.	60110	1	0
4/26/2015 17:33:49	592381077378838528	DrGPradhan	This explain who are #SoulVultures First Nepal is hit by Earth Quakes now Soul Vultures #NepalEarthquake http://t.co/UOujqrjiU2	comments w/o prejudice..vedas..global top10 cio..speaker..4x4..crosscountry driver..microlight..golfer, accidental columnist, writer, blogger..blessed 2b indian	12884	1	1
4/26/2015 17:36:53	592381847717351425	KKK78888	@PMOIndia @TheRenouncer @narendramodi on #SoulVultures after #NepalEarthquake. http://t.co/wMDSqopQfA		858	1	0
4/26/2015 17:37:11	592381924699676673	gireeshaks	Apt cartoon on #SoulVultures after #NepalEarthquake. http://t.co/TEKZkF5tE7 http://t.co/FFw7rBs7QY	a proud bharatiya, hindu, proud of rss |          ,       -bhagat singh	305	1	0
4/26/2015 17:37:18	592381954340720641	EssJayOfficial	#SJNews: Right-wing Christian organization calls #NepalEarthquake God's justice for Nepal loving gays. #SoulVultures http://t.co/yvVNzlcacK	an idea still in the womb that speaks from deep within. #fakenews #satire #inyourface #seriouslyjoking	194	1	1
4/26/2015 17:37:41	592382051237507073	MrsGandhi	Is it just me or has anyone else also noticed the deafening silence of Rahul &amp; Sonia Gandhi?! Not a word on the #NepalEarthquake #Shame	national executive member, bjp mahila morcha. my tweets are my personal point of view.  !!	122235	1	0
4/26/2015 17:39:22	592382475210334208	go4gouri	Nature's fury knows no religion. #NepalEarthquake http://t.co/7ZF36xbywi	the dreamer.......	99	1	2
4/26/2015 17:40:23	592382731314700289	simbamara	Doing what #SoulVultures do best ,even during #NepalEarthquake http://t.co/HgFq9rtAim	freespirit, nature lover,gourmet traveller,linguist,art promoter,real politics.proud hindu.investment analyst..retweets not personal views	2914	1	1
4/26/2015 17:42:02	592383145162354689	RevolutionMonk	This 1 sums it up Apt cartoon by @ManojKureel on #VultureEvangelists #SoulVultures feedin on misery #NepalEarthquake http://t.co/RTUbwuJT7S	questioning the hypocrisy and selective outrage of main stream media & politicians i nation first l https://t.co/erg8gopxsv	2614	1	0
4/26/2015 17:42:08	592383172475650049	TheArcherIsIn	Hey, you #Presstitutes bastards, good to see you covering #NepalEarthquake Where were you during the #Yemen evacuation? @TimesNow @NewsX	tweets are personal; retweets are a compliment to the original!	43	1	1
4/26/2015 17:42:35	592383283108777984	RamraoKP_	Mr @BarackObama see how ur #SoulVultures giving statements on #NepalEarthquake .. #shame http://t.co/A7KLvx46PR	|  | hindu nationalist | | brahmin | |nationfirst | |ram ji bhakt | |member of @bjpindia | #hindusarehumantoo | |bharat mata ki jai| |vandemataram|	1542	1	1
4/26/2015 17:44:20	592383725050011648	RamyaJanath	Its shocking to see evangelists are already salivating at the misery of Nepalese #NepalEarthquake , #SoulVultures http://t.co/Rym3TOSFfR	keen follower and observer of indian politics,@narendramodi is my source for inspiration.lives in coimbatore https://t.co/ahgudhsngq	163	1	1
4/26/2015 17:48:21	592384733406896128	MrAlonBar	The head of @hrw hates #Israel for sending emergency help to #Nepal. #Shame #FireKennethRoth #NepalEarthquake https://t.co/6S3juBk4TN	father-husband-writer-4eyes-rivegauche-feminist-lgbtqally / currently experimenting with spacetime continuum. need to talk? call trevor lifeline: 866-488-7386	532	1	0
4/26/2015 17:50:59	592385396035584001	shivkant63	Look how a typical #Presstitutes behave. @ShekharGupta, use some burnol. Will give you relief. #NepalEarthquake https://t.co/hpkOUSvq4q	a banker, hindu nationalist, follower of indian philosophy- vashudhaive kutumbakam, which means- whole world is my family.	47	1	0
4/26/2015 17:53:11	592385952552603649	arundharhoney	For all those...who still don't know the meaning of #SoulVultures related to #NepalEarthquake This Will Help !! http://t.co/MIynz1VdW0	an advocate. a proud kashmiri pandit (who is refugee in his own country) & above all a proud indian. jai hind.	612	1	0
4/26/2015 17:59:04	592387431019708416	Vedic_Sanatan	#SoulVultures r in celebration mood,#NepalEarthquake brought #childtrafficking, #conversion business for them. http://t.co/gjgPqGkHRB	:     :	69	1	1
4/26/2015 17:59:27	592387530131017728	DebashishHiTs	#SoulVultures stand exposed #NepalEarthquake https://t.co/KnLxtIbTAp	views r mine, re-tweets r not. nothing to do with profession. laughter is the best medicine, tears r best soul-cleanser, music best purifier.	1070	1	1
4/26/2015 18:01:15	592387980678934528	UrMalli	@chetan_bhagat any thoughts on #SoulVultures scavenging the dead for evangelism in the name of Jesus .. #NepalEarthquake #EarthquakeAgain	hate people who claim rts not endorsements.. time pass kya	90	1	1
4/26/2015 18:03:32	592388556150050816	atheistology	You're an asshole if you see natural disasters as opportunities to promote your religion. #NepalEarthquake #Shame	nerd. atheist. secularist. pro-choice. pro-lgbt rights. obsessed with the deranged, maniacal and the deviant. obsessed with the occult. student of psychology.	366	1	0
4/26/2015 18:09:41	592390104494149632	myfrankvoice	RSS and SGPC have done a great selfless work in #NepalEarthquake #IndiaWithNepal . #SoulVultures should learn from them		143	1	2
4/26/2015 18:11:06	592390460829642752	trintu12	If #SoulVultures find #Jesus in the rubble, they will "save" him n teach him "Christianity"... are so fuckin outta touch. #NepalEarthquake	engineer, ex-apple, spiritual seeker who loves advaita, follow ipl and politics in india, gadget geek, pink floyd is my all time favorite and....love teppanyaki	50	1	1
4/26/2015 18:12:28	592390803332288512	trintu12	If #SoulVultures find #Jesus in the rubble, they will "save" him n teach him "Christianity"... #NepalEarthquake @RajeevSrinivasa	engineer, ex-apple, spiritual seeker who loves advaita, follow ipl and politics in india, gadget geek, pink floyd is my all time favorite and....love teppanyaki	50	1	1
4/26/2015 18:14:09	592391229863645184	atheistology	You shamelessly promote your religion where people are in such desperation and then you expect me to respect you. Fuck you. #NepalEarthquake	nerd. atheist. secularist. pro-choice. pro-lgbt rights. obsessed with the deranged, maniacal and the deviant. obsessed with the occult. student of psychology.	366	1	1
4/26/2015 18:14:36	592391341016895489	trintu12	If #SoulVultures find #Jesus in the rubble, they will "save" him n teach him "Christianity"... #NepalEarthquake @SirJadeja	engineer, ex-apple, spiritual seeker who loves advaita, follow ipl and politics in india, gadget geek, pink floyd is my all time favorite and....love teppanyaki	50	1	1
4/26/2015 18:15:13	592391495337914370	subodh_srivstv	The way #Christian evangelists are trying sell Jesus in events like #NepalEarthquake , they deserve to be included in Marketing MBA courses.	100% army brat true indian.a traveler,music-freak vega-bond,talkative,pet-lover, foodie.. views are totally personal.	245	1	0
4/26/2015 18:16:48	592391894296059905	karansanju	@MrsGandhi #NepalEarthquake #Shame Rahul is gaining energy after leave &amp; mom sonia is not keeping well, hence this silence.	an it professional,i tweet what i see around.	45	1	1
4/26/2015 18:19:32	592392583067803648	vinaykumarch	#SoulVultures you're truly disgusting, rather talking shit in the name of religon in the time of crisis stay away. #NepalEarthquake	juz another regular techie 4m bengaluru.looks into oracle application database for livelihood.most of tweets are only mine.rt's aren't endorsements	76	1	0
4/26/2015 18:24:23	592393805191520256	eternit96426605	wow #NepalEarthquake #NepalQuake #NepalQuakeRelief EvanJihadis on prowl to harvest soul https://t.co/Nug4MiEBsX		163	1	0
4/26/2015 18:27:08	592394496194646016	karyakarta1992	May the divine give strength to @PMOIndia @narendramodi to defeat the evil designs of #SoulVultures #NepalEarthQuake http://t.co/2fQnSMp0W4	software development engineer; computing; databases; civil engineering; hindutva; civilizational nationalism; libertarian; fiscal conservative	217	1	0
4/26/2015 18:27:43	592394642630569984	techzaade	#NepalEarthquake and it is shocking to see Christian Missionaries salivating at their chance to convert Hindus there to Christianity.	techzaade	272	1	1
4/26/2015 18:29:59	592395212741283840	ChakraNews	This picture says it all. Please share. #SoulVultures #NepalQuakeRelief #NepalEarthquake http://t.co/3EpKJEHoHh	the chakra (http://t.co/sh7a76lrzt) is the most comprehensive and up-to-date source of worldwide dharmic-related news. rts or quotes are not an endorsement.	4056	1	1
4/26/2015 18:30:38	592395374133780485	Saffrelin	#EarthquakeAgain #NepalEarthquake @ManojKureel accurately depicts #SoulVultures. http://t.co/cethQXSE6w	an indian in love with the huge hindu pantheon. allergic to 1 god fanaticism. honoured to be followed by pm of india @narendramodi! e&c engineer... almost!	4516	1	0
4/26/2015 18:32:45	592395909813547008	RpG_89	Take a bow @ManojKureel #SoulVultures #NepalEarthquake https://t.co/eEqjxvcup1		2011	1	0
4/26/2015 18:33:12	592396021541515265	ChakraNews	Some more #SoulVultures at the #NepalEarthquake .... Hindus and Buddhists being the prey of the vultures http://t.co/sjl1Kd0AXu	the chakra (http://t.co/sh7a76lrzt) is the most comprehensive and up-to-date source of worldwide dharmic-related news. rts or quotes are not an endorsement.	4056	1	1
4/26/2015 18:33:58	592396215444176897	somanathg	#NepalEarthQuake History will written about #SoulVultures like this - When #Nepal was groaning in #earthquake,... http://t.co/HnXWM6SUCS	indian ( ) political observer. software engineer. traveller. #incredibleindia #digitalindia #makeinindia	813	1	1
4/26/2015 18:37:07	592397007643279362	impawanmishra	Proud to be sympathizer of #Hindu Terror #RSS #NepalEarthquake https://t.co/HzSDzL0mby	दो शब्दों के बीच में मैं हूँ... आती जाती सासों के बीच में मैं हूँ...!!!	906	1	0
4/26/2015 18:41:37	592398140981923840	anupsjaiswal	Pashupatinath Temple intact. If it were some mosque, I am sure Facebook,Twitter would be flooded by fanatics #NepalEarthquake #SoulVultures	funny but serious. want to be a movie/sports marketer-bandra boy. love indian politics. mythology. travel. nonveg & @chelseafc insta:vine:snapchat-anupsjaiswal	246	1	0
4/26/2015 18:42:36	592398387397283840	RamyaJanath	Evidence of #SoulVultures , Adventist Medical Evangelist Network in #NepalEarthquake http://t.co/hepiGBAJCS	keen follower and observer of indian politics,@narendramodi is my source for inspiration.lives in coimbatore https://t.co/ahgudhsngq	163	1	1
4/26/2015 18:44:35	592398885919657984	DrShantonavoDe	Hats off to the guy who did this painting.. #SoulVultures #NepalEarthquake .. http://t.co/eg5nt9yvMU		22	1	0
4/26/2015 18:49:40	592400167719948288	RanjitAtWork	This @ShainaNC talks utter rubbish and tweets pix which are old and not even related to #NepalEarthquake #SHAME http://t.co/bGD9misuJJ	lover of all things vintage	3696	1	0
4/26/2015 18:54:13	592401310072332288	DrShantonavoDe	@AnaCristinaPrts Ya sure.. but not conversion I guess #SoulVultures #NepalEarthquake		22	1	0
4/26/2015 18:58:18	592402339253780480	RamyaJanath	Had Nepalese accepted Jesus as saviour,no such destruction or #NepalEarthquake says #SoulVultures, http://t.co/oxa0hlWjcr	keen follower and observer of indian politics,@narendramodi is my source for inspiration.lives in coimbatore https://t.co/ahgudhsngq	163	1	1
4/26/2015 18:59:12	592402567054823424	banufaizal	Be grateful no matter what the calamities are.Remember,if we turn to Allah,miracles can happen in a matter of seconds. #NepalEarthquake	engineering student. words cannot express my love and passion for fridays. addicted to #dhoni and #suriya. quotes lover. instagram @hasinamahamootha	39	1	2
4/26/2015 19:00:43	592402946593173504	ecavinder	good Christian bullshit.if you do this you're an asshole. #Atheism #Christianity #jesus #atheist #NepalEarthquake http://t.co/MfWNXqoAdf	unabashed atheist. follow me or fight me. lets talk.	14	1	0
4/26/2015 19:20:50	592408007641665536	sharants	@sharants Can sum1 not help by providing food, shelter &amp; medicines during a tragedy without soul trading? #NepalEarthquake #SoulHarvesting	husband, father of princess diya, animal & nature lover, gadgets, technology and innovation my passion, i'm a hindu, politically right.	219	1	0
4/26/2015 19:21:31	592408180384104448	Adiguru_dasa	@abhijitmajumder #SoulVultures have landed in #NepalEarthquake to feast on helpless Nepalis. #Hindus beware.	- chant & be happy. jai prabhupada. retweet isn't endorsement. jai jagannath	698	1	1
4/26/2015 19:27:54	592409789054853120	DrJwalaG	There are #SoulVultures @INCIndia ! Dont have 2 go 2 far ! criticizing our RSS ! Can @TimesNow debate on this #NepalEarthquake #HatsOffRSS	doctor (icu + anesthesia) , insomniac , my attitude is totally based on yours, #modi fan , honoured to be followed by our pm shri @narendramodi	8595	1	1
4/26/2015 19:28:36	592409962724216832	DrGPradhan	Check this @abpnewstv creating controversy Calls " Dharahara Tower" as MOSQUE #NepalEarthquake #Presstitutes http://t.co/T0CXqc1mvl	comments w/o prejudice..vedas..global top10 cio..speaker..4x4..crosscountry driver..microlight..golfer, accidental columnist, writer, blogger..blessed 2b indian	12884	1	0
4/26/2015 19:32:55	592411048877039617	Pritesh_rao	shame on u ....@abpnewstv . #Presstitutes #NepalEarthquake https://t.co/yGDkYjY4i3		98	1	0
4/26/2015 19:43:47	592413784024584192	sirdesairajdeep	At One End We Have #Presstitutes Trying To Defame Country By #IndiasDaughter &amp; Another End PM Modi &amp; GOI Making Us Proud. #NepalEarthquake	*parody* secular, anti-national, anti-bjp, congressi turned aapian, parody account of rajdeep sardesai. if any questions, read my book, if not then also read my	510	1	0
4/26/2015 19:48:34	592414989824098304	sirdesairajdeep	At This Time Of Crisis You Know The True Value of GOI Owned BSNL &amp; Air India. #NepalEarthquake #EarthquakeAgain #earthquake #SoulVultures	*parody* secular, anti-national, anti-bjp, congressi turned aapian, parody account of rajdeep sardesai. if any questions, read my book, if not then also read my	510	1	2
4/26/2015 19:56:53	592417083633192960	sirdesairajdeep	At Times Alone When I Do Self-Analysis I Feel That I Still Have 10% Journalism Left In Me. #NepalEarthquake #EarthquakeAgain #SoulVultures	*parody* secular, anti-national, anti-bjp, congressi turned aapian, parody account of rajdeep sardesai. if any questions, read my book, if not then also read my	510	1	0
4/26/2015 20:02:05	592418391253590016	bhaveshmaru60	The Jesus Supermarket brigade in full force #SoulVultures after #NepalEarthquake 		28	1	1
4/26/2015 20:13:55	592421368400076800	TPrasad_7	.@HinduAmericans When India &amp; world racing to rescue #NepalEarthquake victims, #SoulVultures busy with hate &amp; hatred http://t.co/bZbI7ktuTP	follow dharma, period. a hindu, telugu native, engr by edu, it professional by career, indian by heart. rts  endorsements. #health #yoga #natural #politics #it	776	1	1
4/26/2015 20:15:18	592421716313309185	JDhwani	Hey secular libtards.. look at Bhagwa terrorism. #NepalQuakeRelief #NepalEarthquake http://t.co/xgKY1thHoY	rss swayamsevak, studying law & social activist.	527	1	1
4/26/2015 20:16:48	592422093800742913	RealRohit0805	Surprise: Christians exploit tragedy in Nepal to promote Jesus https://t.co/dE8Lg0QrBc #NepalEarthquake #Hindu #Buddhist #Religion #Love	vcm student at via university collage, århus	79	1	1
4/26/2015 20:30:05	592425435478110208	TeqTrader	juxtapose it to current 'crises' #Presstitutes #Iraqcrisis #yemenevacuation Rajya Sabha imbroglio #agrarian crisis #NepalEarthquake et al	india first !! financial markets understood by..''t&t'' (time & technicals).. sarva jana hitaya; sarva jana sukhaya (in the interest & for the good of all)	702	1	0
4/26/2015 20:46:17	592429514652721154	seensirjay	God. How scary. Mercy, oh Lord. #NepalEarthquake #PrayForNepal http://t.co/1pM3zCbJmI		228	1	0
4/26/2015 20:55:24	592431808475594754	Tan_Tripathi	Head of #SatanicCult #SoulVultures #NepalEarthquake https://t.co/4pDX51dM6p	coined t term #magginoodleactivists old enough to know better, too young to give a kuf.rt's not endorsements dont patronize me! #aaptards vl be abused so shooo	13795	1	0
4/26/2015 20:59:46	592432907295322113	TweeterGOD_	Did any #Presstitutes care to mention RSS work or work by Baba Ramdev? #NepalEarthquake #EarthquakeAgain http://t.co/NPZ8UzKMif	ना followers का मोह !!! ना unfollowers का भय !!!	127	1	0
4/26/2015 21:02:06	592433494220898304	DrJwalaG	Check the donation list ! #SoulVultures we Hindus are Communal rt ? #NepalEarthquake #HatsOffRSS @Swamy39 @RSS_Org http://t.co/YkVmT1GpKi	doctor (icu + anesthesia) , insomniac , my attitude is totally based on yours, #modi fan , honoured to be followed by our pm shri @narendramodi	8595	1	0
4/26/2015 21:04:24	592434072770781184	atsmobus	2News items which TV #Presstitutes fail2cover is #SoulVultures "Preying on #NepalEarthquake Victims" &amp; @RSSorg team in Nepal helping Victims	i am manavta	94	1	0
4/26/2015 21:23:42	592438931657863169	LalaPrateek	Even Vultures have waiting time. #SoulVultures #NepalEarthquake #EarthquakeAgain #DonateForNepal https://t.co/p58bYNtbHx	ना सम्मान का मोह......ना अपमान का भय।	100	1	1
4/26/2015 21:28:07	592440041785266176	Logicalpoliticx	Something gud @airtelindia pls also be considerate in day2day life  #SoulVultures #NepalEarthquake #EarthquakeAgain http://t.co/cSRUsNC9FJ	...        !!  =    rt not endorsement /tweets are personal	596	1	0
4/26/2015 21:33:21	592441357064491008	RamyaJanath	@noconversion , http://t.co/rxqMlzyHIM Nepalese version of this #SoulVultures ., at the misery of #NepalEarthquake	keen follower and observer of indian politics,@narendramodi is my source for inspiration.lives in coimbatore https://t.co/ahgudhsngq	163	1	1
4/26/2015 21:44:37	592444191923310592	apoorva1235	More than 2000 people have died and some people r talking about glory of a religion #shame #humanityisdead? #NepalEarthquake	luv d lyf,liv it,:).:p.a complete movie buff and a travel freak!(but love pune d most...heart is wer home is)!love to read and freak out ppl!.....	114	1	0
4/26/2015 22:57:10	592462453117595648	ChakraNews	When #Nepal was groaning in earthquake, Christian Missionaries were shamelessly selling Jesus http://t.co/8pk3PInnQD #NepalEarthquake	the chakra (http://t.co/sh7a76lrzt) is the most comprehensive and up-to-date source of worldwide dharmic-related news. rts or quotes are not an endorsement.	4056	1	1
4/27/2015 0:42:04	592488850963955712	TweeterGOD_	A perfect reply by Hindu Gurus to the Pastor opposing rebuilding of Hindu mandirs #EarthquakeAgain #NepalEarthquake http://t.co/g5YyPA9qtG	ना followers का मोह !!! ना unfollowers का भय !!!	127	1	0
4/27/2015 0:43:13	592489141582999553	DesiBakchod	Check this @abpnewstv creating controversy Calls " Dharahara Tower" as MOSQUE #NepalEarthquake #Presstitutes http://t.co/XPH2Mk7HHu	i am in love with ranchi wali. जय राम जी की	2116	1	0
4/27/2015 0:52:41	592491520374087680	Yateshsingh	@KiranKS: Apt cartoon on #SoulVultures after #NepalEarthquake. http://t.co/te10U227vF	technology freek,crazy for new technology & phones,  ,,	101	1	0
4/27/2015 1:24:33	592499540038537216	PennyKinned	A Christian nut on FB is proclaiming that #NepalEarthquake is God's punishment for the thousands of animal sacrifices to Hindu goddesses!	indian expat in bangkok. book junkie. sitting-under-old-trees dreamer. feminist. advocate of daily adventures. fan of whimsy. worshipper of kebabs.	306	1	0
4/27/2015 1:38:05	592502945863770113	justlalit	@MichaelCatt For these missionary #SoulVultures a human tragedy is "Opportunity" to harvest souls #NepalEarthquake http://t.co/S5oWjPKBla	i don't talk much in real life. tht's why i'm on twitter. born in eighties, grownup in nineties. love technology, movies, poetry, ghazals, old monk & beer.	24	1	1
4/27/2015 1:40:16	592503498379399169	karyakarta1992	Today, Christist evangelical #SoulVultures attribute #NepalEarthquake to Hindu "idolatry". https://t.co/Kk65GbgcPv	software development engineer; computing; databases; civil engineering; hindutva; civilizational nationalism; libertarian; fiscal conservative	217	1	1
4/27/2015 1:42:44	592504115931914240	TheDingaa	Q:What's the difference between Terrorists and Christian missionaries in Nepal? Ans: NOTHING #SoulVultures #NepalEarthquake #Assholes	i am not a doctor. dr is just my initials.	153	1	1
4/27/2015 1:53:33	592506840321110016	Aroon_Kamath	@TimesNow #NepalEarthquake Seems Pakis have woken up.Also Ideal opportunity for Terrorists to enter India via Nepal. India needs to monitor	a retired general surgeon	36	1	0
4/27/2015 1:58:43	592508141444661248	BharatMata_Ki_J	#NepalEarthquake please do not donate to soul vultures who are out there in Nepal for soul harvesting		30	1	1
4/27/2015 2:01:30	592508840043773952	NishkaK	#soulvultures #NepalEarthquake #nepal This is the fountainhead https://t.co/wLmElWtGYK	heathen was smoking chillum under banyan tree now wants to do tandav nritya on those trying to kill dharma	3664	1	0
4/27/2015 2:12:43	592511661346435072	LazyFatYeti	Seen on Facebook. "Divided by religion, united by absurdity." Bang on.https://t.co/WaxT5IZXuk #STFU_GTFO #PrayForNepal #NepalEarthquake	a very lazy law student. yawn.	208	1	0
4/27/2015 2:15:02	592512247529807873	thenewsminute	Religious groups "preying" for souls get slammed for being "#SoulVultures" http://t.co/is3MCd5Og6 #NepalEarthquake	the news minute - bringing news stories that are relevant from india, with a focus on south india.	29688	1	1
4/27/2015 2:16:03	592512503361327104	thakureie	RSS is helping people in Nepal as they r Hindu country #AdarshLiberal #NepalEarthquake	read my tweet 2 know more.	64	1	0
4/27/2015 2:20:09	592513533767626752	Archu243	#SoulVultures on the prowl amidst the disaster n devastation caused by #NepalEarthquake http://t.co/dPEmwPrU1U	proud indian, modi fan, diehard optimist..	400	1	1
4/27/2015 2:24:29	592514622659235840	HinduRajyam	@DavidBCohen1 @VogonPoem Pls see what the shameless @Pontifex is saying.Kingpin of #SoulVultures.Bury 'em! #NepalEarthquake #Nepal	om namo venkateshaya namaha.establishing hindu rashtra shud be the immediate goal of every hindu! follow @noconversion	11948	1	1
4/27/2015 2:26:00	592515007297892353	HinduRajyam	@Pontifex Mary is a virgin whore u piece of shit paedophile #SoulVultures #NepalEarthquake	om namo venkateshaya namaha.establishing hindu rashtra shud be the immediate goal of every hindu! follow @noconversion	11948	1	1
4/27/2015 2:27:50	592515469120184321	HinduRajyam	@Pontifex Go fuck urself u bloody rapist , paedophile shit! #SoulVultures #NepalEarthquake	om namo venkateshaya namaha.establishing hindu rashtra shud be the immediate goal of every hindu! follow @noconversion	11948	1	1
4/27/2015 2:29:17	592515831671619584	curly_wurlygirl	Why religion sucks. Christian Missionaries were shamelessly selling Jesus during #NepalEarthquake http://t.co/RfbMOrBKft via @opindia_com	dessert hogger. book lover. hair product junkie. never ask me for a comb.	333	1	1
4/27/2015 2:30:32	592516144923340800	SuhagAShukla	#SoulVultures are human rights violators. Unite against predatory proselytization/evangelism -- http://t.co/jaXDQwSQVD #NepalEarthquake	progressive hindu. socially liberal. fiscally conservative. garba freak. veg foodie. mom of two. executive director - hindu american foundation. posts personal.	298	1	1
4/27/2015 2:31:26	592516375039479808	prernachettri	Watched a very disturbing video from #NepalEarthquake I am shattered.I am scared.Oh Lord!!We are sorry.Do stop this.	lover, dreamer, stroller, reader, chelsea fan,extremely impulsive, blabber & a doctor.	355	1	0
4/27/2015 2:34:10	592517061642850304	Ria_184	#SoulVultures seek #NepalEarthquake as oppurtunity to strengthen their hold India must send Hindu helpers on ground http://t.co/4QY4PhS1V0		774	1	1
4/27/2015 2:43:58	592519526144573441	RamyaJanath	#Presstitutes using #NepalEarthquake to compare RSS selflesss relief work to missionaries preying on misery hits another low #SoulVultures	keen follower and observer of indian politics,@narendramodi is my source for inspiration.lives in coimbatore https://t.co/ahgudhsngq	163	1	1
4/27/2015 2:51:25	592521404186120192	being_delhite	Dirty Face of Christian Evangelism Exploiting Faith of Vulnerable Devastated &amp; Needy for $$$ All seen at #Kathmandu #NepalEarthquake	delhiite [dee-light] - delhite-ful & respectful | india social biz | cloud | hindu nationalist a negative mind will never give you a positive life	2147	1	1
4/27/2015 2:52:54	592521777592467458	D_Rashtravadi	#Nepal suffering #Nepalearthquake, #Christian #Missionaries shamelessly selling #Jesus http://t.co/svFtVpioaL via @opindia_com #Nepalquake	interested bystander, with a point of view| practices hurry slowly mantra | no commitments, only pragmatic alignment with the greater good of india|	123	1	1
4/27/2015 2:52:57	592521787222536192	MaddDogg8	#NepalEarthquake casualty figs bound 2 rise as more reports trickle in. But it's sick missionaries c this as opportunity #SoulVultures		12	1	1
4/27/2015 2:54:50	592522261661229056	JaishilRP	#NepalEarthquake #SoulVultures. RT. "@Pontifex: Suffering is a call to conversion: it reminds us of our frailty and vulnerability."	pro equality idiot. anti appeasement / liberals. anti (fe)male chauvinists. proud indian & hindu. #mufc #ferrari	579	1	1
4/27/2015 2:55:41	592522475147108352	renu_18	While Namo &amp; #Hindu @RSSorg helping the needy #Shameless #SoulVultures converting helpless Hindus #NepalEarthquake http://t.co/QiXU7ZUstU	for me nation first and i strongly believe in narendra modiji's leadership~retweets are not endorsements~my archieve ac @renu_saraf ~	7214	1	1
